Razón social;Nombre de establecimiento;ID establecimiento (VU);CIIU4;Rubro RETC;Ducto;Tipo de Contaminante;Emisión (toneladas);Año;Norma;Región;Provincia;Comuna;Huso;Coordenada norte;Coordenada este
AGUAS CCU-NESTLE CHILE S.A.;AGUAS CCUNESTLE PLANTA CACHANTUN;3508137;"ELABORACIÓN DE BEBIDAS NO ALCOHÓLICAS;";Producción de alimentos;874;Nitrógeno Total Kjeldahl;0,0098098;2017;DS90/2000 del MINSEGPRES;Libertador Gral. Bernardo O'Higgins;Cachapoal;Coinco;19.0;6208711.0;323199.0
SALMONES CAMANCHACA S A;PROCESOS PRIMARIOS SAN JOSÉ;5441839;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;115;Sustancias Activas de Azul de Metileno;0,009800384;2017;DS90/2000 del MINSEGPRES;Los Lagos;Llanquihue;Calbuco;18.0;5372562.0;650271.0
SERVICIOS Y REFINERIAS DEL NORTE S A;SERVICIOS Y REFINERIAS DEL NORTE S.A. SERENOR;5441762;ELABORACIÓN DE ACEITES Y GRASAS DE ORIGEN VEGETAL Y ANIMAL;Pesca;32;Estaño;0,009797084;2017;DS90/2000 del MINSEGPRES;Tarapacá;Iquique;Iquique;19.0;7765373.0;380654.0
SERVICIOS Y REFINERIAS DEL NORTE S A;SERVICIOS Y REFINERIAS DEL NORTE S.A. SERENOR;5441762;ELABORACIÓN DE ACEITES Y GRASAS DE ORIGEN VEGETAL Y ANIMAL;Pesca;32;Cianuro;0,009797084;2017;DS90/2000 del MINSEGPRES;Tarapacá;Iquique;Iquique;19.0;7765373.0;380654.0
COMPANIA ELECTRICA TARAPACA S A;CENTRAL SAN ISIDRO I;5462275;GENERACIÓN, CAPTACIÓN Y DISTRIBUCIÓN DE ENERGÍA ELÉCTRICA;Generación de energía;847;Cromo hexavalente;0,00978538;2017;DS90/2000 del MINSEGPRES;Valparaíso;Quillota;Quillota;19.0;6353373.0;283427.0
COPEFRUT S A;PLANTA CENKIWI;72605;ELABORACIÓN Y CONSERVACIÓN DE FRUTAS, LEGUMBRES Y HORTALIZAS;Industria agropecuaria y silvicultura;255;Aluminio;0,009779543;2017;DS90/2000 del MINSEGPRES;Maule;Curicó;Teno;19.0;6142141.0;307347.0
EMPRESA ELECTRICA COCHRANE S.P.A.;CENTRAL TERMOELÉCTRICA COCHRANE;5452233;GENERACIÓN, CAPTACIÓN Y DISTRIBUCIÓN DE ENERGÍA ELÉCTRICA;Generación de energía;854;Selenio;0,009774924;2017;DS90/2000 del MINSEGPRES;Antofagasta;Antofagasta;Mejillones;19.0;7448705.0;359025.0
No especificada;IFCO SYSTEMS CHILE S A;5469814;ACTIVIDAD NO BIEN ESPECIFICADA;Otras actividades;876;Fluoruros;0,009767547;2017;DS90/2000 del MINSEGPRES;Metropolitana;Santiago;Quilicura;19.0;6305760.0;337041.0
FOODCORP CHILE S.A.;PLANTA DE PESCA;3469;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Pesca;459;Sustancias Activas de Azul de Metileno;0,0097614;2017;DS90/2000 del MINSEGPRES;Biobío;Concepción;Coronel;18.0;5901005.0;663001.0
ESVAL S.A.;PLANTA DE AGUAS SERVIDAS CONCON ORIENTE;244805;ELIMINACIÓN DE DESPERDICIOS Y AGUAS RESIDUALES, SANEAMIENTO Y ACTIVIDADES SIMILARES;Suministro y tratamiento de aguas;15-89900400-5103-382;Cromo hexavalente;0,00973828;2017;DS90/2000 del MINSEGPRES;Valparaíso;Valparaíso;Concón;19.0;6354249.0;265553.0
ESVAL S.A.;PLANTA DE AGUAS SERVIDAS CONCON ORIENTE;244805;ELIMINACIÓN DE DESPERDICIOS Y AGUAS RESIDUALES, SANEAMIENTO Y ACTIVIDADES SIMILARES;Suministro y tratamiento de aguas;15-89900400-5103-382;Plomo;0,00973828;2017;DS90/2000 del MINSEGPRES;Valparaíso;Valparaíso;Concón;19.0;6354249.0;265553.0
ORAFTI CHILE S A;ORAFTI CHILE S A;245367;CULTIVO DE CEREALES Y OTROS CULTIVOS N.C.P.;Industria agropecuaria y silvicultura;245;Fluoruros;0,00971689;2017;DS90/2000 del MINSEGPRES;Biobío;Ñuble;Pemuco;18.0;5911440.0;736678.0
GRANJA MARINA TORNAGALEONES S A;PISCICULTURA DE RECIRCULACION RÍO UNIÓN;4585876;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;634;Zinc;0,0096954;2017;DS90/2000 del MINSEGPRES;Aysén del Gral. Carlos Ibáñez del Campo;Aisén;Cisnes;18.0;5076706.0;693631.0
SALMONES CAPTREN S.A.;PISCICULTURA EL NEGRO;2524034;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;480;Manganeso;0,009689328;2017;DS90/2000 del MINSEGPRES;Araucanía;Malleco;Curacautín;19.0;5730700.0;253276.0
SALMONES CAPTREN S.A.;PISCICULTURA EL NEGRO;2524034;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;480;Tetracloroeteno;0,009689328;2017;DS90/2000 del MINSEGPRES;Araucanía;Malleco;Curacautín;19.0;5730700.0;253276.0
SALMONES CAPTREN S.A.;PISCICULTURA EL NEGRO;2524034;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;480;Níquel;0,009689328;2017;DS90/2000 del MINSEGPRES;Araucanía;Malleco;Curacautín;19.0;5730700.0;253276.0
SALMONES CAPTREN S.A.;PISCICULTURA EL NEGRO;2524034;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;480;Xileno;0,009689328;2017;DS90/2000 del MINSEGPRES;Araucanía;Malleco;Curacautín;19.0;5730700.0;253276.0
SALMONES CAPTREN S.A.;PISCICULTURA EL NEGRO;2524034;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;480;Selenio;0,009689328;2017;DS90/2000 del MINSEGPRES;Araucanía;Malleco;Curacautín;19.0;5730700.0;253276.0
SALMONES CAPTREN S.A.;PISCICULTURA EL NEGRO;2524034;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;480;Molibdeno;0,009689328;2017;DS90/2000 del MINSEGPRES;Araucanía;Malleco;Curacautín;19.0;5730700.0;253276.0
SALMONES CAPTREN S.A.;PISCICULTURA EL NEGRO;2524034;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;480;Tolueno / metil benceno / Toluol / Fenilmetano;0,009689328;2017;DS90/2000 del MINSEGPRES;Araucanía;Malleco;Curacautín;19.0;5730700.0;253276.0
SALMONES CAPTREN S.A.;PISCICULTURA EL NEGRO;2524034;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;480;Triclorometano;0,009689328;2017;DS90/2000 del MINSEGPRES;Araucanía;Malleco;Curacautín;19.0;5730700.0;253276.0
INDUSTRIA FRIGORIFICA SIMUNOVIC S A;FRIGORIFICO SIMUNOVIC S.A.;5441894;PRODUCCIÓN, PROCESAMIENTO Y CONSERVACIÓN DE CARNE Y PRODUCTOS CÁRNICOS;Comercio;164;Zinc;0,009663833;2017;DS90/2000 del MINSEGPRES;Magallanes y de la Antártica Chilena;Magallanes;Punta Arenas;19.0;4120303.0;375797.0
CONSERVERA PENTZKE SA;CONSERVERA PENTZKE S.A.;160;ELABORACIÓN Y CONSERVACIÓN DE FRUTAS, LEGUMBRES Y HORTALIZAS;Producción de alimentos;343;Sulfuros;0,0096525;2017;DS90/2000 del MINSEGPRES;Valparaíso;San Felipe de Aconcagua;San Felipe;19.0;6374666.0;337858.0
CONSERVERA PENTZKE SA;CONSERVERA PENTZKE S.A.;160;ELABORACIÓN Y CONSERVACIÓN DE FRUTAS, LEGUMBRES Y HORTALIZAS;Producción de alimentos;343;Boro;0,0096525;2017;DS90/2000 del MINSEGPRES;Valparaíso;San Felipe de Aconcagua;San Felipe;19.0;6374666.0;337858.0
SALMONES ANTARTICA S A;PISCICULTURA ASTILLERO;5452162;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;587;Aluminio;0,009584146;2017;DS90/2000 del MINSEGPRES;Los Lagos;Chiloé;Dalcahue;18.0;5305215.0;609134.0
SKYSAL S A;TALLER DE REDES MINA MARTA;5458508;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Otras actividades;637;Aceites y grasas;0,0095678;2017;DS90/2000 del MINSEGPRES;Magallanes y de la Antártica Chilena;Ultima Esperanza;Natales;19.0;4174634.0;300263.0
PESQUERA GRIMAR S.A.;PESQUERA GRIMAR;5441925;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Comercio;198;Hierro / hierro disuelto;0,009551872;2017;DS90/2000 del MINSEGPRES;Biobío;Concepción;Coronel;18.0;5908331.0;663389.0
INVERMAR S.A.;PISCICULTURA LAGO VERDE;5452208;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;571;Cianuro;0,009505624;2017;DS90/2000 del MINSEGPRES;Los Lagos;Llanquihue;Puerto Varas;18.0;5426244.0;711833.0
VITAL AGUAS S.A.;VITAL AGUAS;386218;"ELABORACIÓN DE BEBIDAS NO ALCOHÓLICAS;";Otras actividades;447;Cloruros;0,009504;2017;DS90/2000 del MINSEGPRES;Libertador Gral. Bernardo O'Higgins;Cachapoal;Rengo;19.0;6190058.0;336638.0
VARGAS Y VARGAS LIMITADA;TALLER DE REDES VYV LTDA;5460923;ACABADO DE PRODUCTOS TEXTIL;Industria manufacturera;624;Sulfatos;0,0094996;2017;DS90/2000 del MINSEGPRES;Aysén del Gral. Carlos Ibáñez del Campo;Aisén;Aysén;18.0;4966571.0;675314.0
EMPRESAS CAROZZI S A;PLANTA AGROZZI TENO;3006;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Producción de alimentos;416;Cobre;0,00948766;2017;DS90/2000 del MINSEGPRES;Maule;Curicó;Teno;19.0;6138665.0;304204.0
EMPRESAS CAROZZI S A;PLANTA AGROZZI TENO;3006;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Producción de alimentos;416;Tetracloroeteno;0,00948766;2017;DS90/2000 del MINSEGPRES;Maule;Curicó;Teno;19.0;6138665.0;304204.0
EMPRESAS CAROZZI S A;PLANTA AGROZZI TENO;3006;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Producción de alimentos;416;Cadmio;0,00948766;2017;DS90/2000 del MINSEGPRES;Maule;Curicó;Teno;19.0;6138665.0;304204.0
EMPRESAS CAROZZI S A;PLANTA AGROZZI TENO;3006;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Producción de alimentos;416;Triclorometano;0,00948766;2017;DS90/2000 del MINSEGPRES;Maule;Curicó;Teno;19.0;6138665.0;304204.0
EMPRESAS CAROZZI S A;PLANTA AGROZZI TENO;3006;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Producción de alimentos;416;Zinc;0,00948766;2017;DS90/2000 del MINSEGPRES;Maule;Curicó;Teno;19.0;6138665.0;304204.0
GLACIARES PACIFICOS S.A.;PISCICULTURA RAHUE;5459647;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Comercio;824;Manganeso;0,009473376;2017;DS90/2000 del MINSEGPRES;Los Lagos;Osorno;Osorno;18.0;5486351.0;670828.0
MAINSTREAM CHILE S A;PISCICULTURA CONFLUENCIA;5402116;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;752;Cromo hexavalente;0,009469786;2017;DS90/2000 del MINSEGPRES;Araucanía;Cautín;Cunco;18.0;5686562.0;757623.0
MAINSTREAM CHILE S A;PISCICULTURA CONFLUENCIA;5402116;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;752;Plomo;0,009469786;2017;DS90/2000 del MINSEGPRES;Araucanía;Cautín;Cunco;18.0;5686562.0;757623.0
MAINSTREAM CHILE S A;PISCICULTURA CONFLUENCIA;5402116;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;752;Aluminio;0,009469786;2017;DS90/2000 del MINSEGPRES;Araucanía;Cautín;Cunco;18.0;5686562.0;757623.0
ORIZON S A;ORIZON PLANTA COQUIMBO;5460025;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Pesca;69;Cromo hexavalente;0,009469548;2017;DS90/2000 del MINSEGPRES;Coquimbo;Elqui;Coquimbo;19.0;6682917.0;272113.0
ORIZON S A;ORIZON PLANTA COQUIMBO;5460025;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Pesca;69;Estaño;0,009469548;2017;DS90/2000 del MINSEGPRES;Coquimbo;Elqui;Coquimbo;19.0;6682917.0;272113.0
INVERSIONES GRAMADO LIMITADA;PISCICULTURA LOS CANELOS;5441054;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;507;Plomo;0,00946044;2017;DS90/2000 del MINSEGPRES;Los Ríos;Valdivia;Paillaco;18.0;5550137.0;701853.0
WATT'S  S.A.;WATTS OSORNO;5452221;ELABORACIÓN DE PRODUCTOS LÁCTEOS;Producción de alimentos;585;Manganeso;0,009442942;2017;DS90/2000 del MINSEGPRES;Los Lagos;Osorno;Osorno;18.0;5505160.0;661028.0
SUGAL CHILE LIMITADA;SUGAL CHILE PLANTA TILCOCO;5441703;ELABORACIÓN Y CONSERVACIÓN DE FRUTAS, LEGUMBRES Y HORTALIZAS;Otras actividades;855;Hierro / hierro disuelto;0,0094347;2017;DS90/2000 del MINSEGPRES;Libertador Gral. Bernardo O'Higgins;Cachapoal;Quinta de Tilcoco;19.0;6196193.0;319450.0
FOODCORP CHILE S.A.;PLANTA DE PESCA;3469;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Pesca;709;Aluminio;0,00941842;2017;DS90/2000 del MINSEGPRES;Biobío;Concepción;Coronel;18.0;5901005.0;663001.0
SERVICIOS Y REFINERIAS DEL NORTE S A;SERVICIOS Y REFINERIAS DEL NORTE S.A. SERENOR;5441762;ELABORACIÓN DE ACEITES Y GRASAS DE ORIGEN VEGETAL Y ANIMAL;Pesca;32;Níquel;0,009412431;2017;DS90/2000 del MINSEGPRES;Tarapacá;Iquique;Iquique;19.0;7765373.0;380654.0
SALMONES CAMANCHACA S A;RÍO PETROHUE;5453549;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;534;Fluoruros;0,00940786;2017;DS90/2000 del MINSEGPRES;Los Lagos;Llanquihue;Puerto Varas;18.0;5431946.0;711333.0
FOODCORP CHILE S.A.;PLANTA DE PESCA;3469;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Pesca;710;Aluminio;0,00939972;2017;DS90/2000 del MINSEGPRES;Biobío;Concepción;Coronel;18.0;5901005.0;663001.0
ENEL GENERACION CHILE S.A.;SAN ISIDRO 2;1211027;GENERACIÓN, CAPTACIÓN Y DISTRIBUCIÓN DE ENERGÍA ELÉCTRICA;Generación de energía;848;Xileno;0,00938938;2017;DS90/2000 del MINSEGPRES;Valparaíso;Quillota;Quillota;19.0;6353313.0;283436.0
CERMAQ CHILE S.A.;PLANTA ANCUD;5441849;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;125;Manganeso;0,009360681;2017;DS90/2000 del MINSEGPRES;Los Lagos;Chiloé;Ancud;18.0;5363891.0;601773.0
ALTO MAIPO SPA;INSTALACIONES SECTOR EL VOLCÁN;5463959;GENERACIÓN, CAPTACIÓN Y DISTRIBUCIÓN DE ENERGÍA ELÉCTRICA;Generación de energía;812;Aceites y grasas;0,0093423;2017;DS90/2000 del MINSEGPRES;Metropolitana;Cordillera;San José de Maipo;19.0;6259789.0;405243.0
AGUAS DECIMA S A;PTAP LLANCAHUE;4587566;ELIMINACIÓN DE DESPERDICIOS Y AGUAS RESIDUALES, SANEAMIENTO Y ACTIVIDADES SIMILARES;Suministro y tratamiento de aguas;1-96703230-10501-364;Tetracloroeteno;0,00932;2017;DS90/2000 del MINSEGPRES;Los Ríos;Valdivia;Valdivia;18.0;5586638.0;655803.0
COOKE AQUACULTURE CHILE SA;PISCICULTURA LOS RIOS 90149;5464274;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;850;Pentaclorofenol / PCP;0,009291832;2017;DS90/2000 del MINSEGPRES;Araucanía;Cautín;Villarrica;18.0;5650812.0;736801.0
COOKE AQUACULTURE CHILE SA;PISCICULTURA LOS RIOS 90149;5464274;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;850;Mercurio;0,009291832;2017;DS90/2000 del MINSEGPRES;Araucanía;Cautín;Villarrica;18.0;5650812.0;736801.0
ALIMENTOS Y FRUTOS S A;ALIMENTOS Y FRUTOS SA;386660;ELABORACIÓN Y CONSERVACIÓN DE FRUTAS, LEGUMBRES Y HORTALIZAS;Producción de alimentos;322;Hidrocarburos fijos;0,00928796;2017;DS90/2000 del MINSEGPRES;Metropolitana;Santiago;Quilicura;19.0;6305781.0;336895.0
PESQUERA BAHIA CALDERA S A;PESQUERA BAHIA CALDERA SA;5441772;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Pesca;40;Hidrocarburos volátiles;0,0092774;2017;DS90/2000 del MINSEGPRES;Atacama;Copiapó;Caldera;19.0;7006516.0;320792.0
ST ANDREWS SMOKY DELICACIES S A;ST ANDREWS;5441957;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Otras actividades;696;Boro;0,009275904;2017;DS90/2000 del MINSEGPRES;Los Lagos;Chiloé;Chonchi;18.0;5281141.0;599271.0
ALGAS MARINAS S A ALGAMAR;ALGAS MARINAS LA CALERA;2389;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Producción de alimentos;345;Hierro / hierro disuelto;0,009268512;2017;DS90/2000 del MINSEGPRES;Valparaíso;Quillota;Calera;19.0;6371165.0;295111.0
EXPORTADORA SANTA CRUZ S A;PACKING LAS MERCEDES;322510;ELABORACIÓN Y CONSERVACIÓN DE FRUTAS, LEGUMBRES Y HORTALIZAS;Producción de alimentos;323;Aceites y grasas;0,00924;2017;DS90/2000 del MINSEGPRES;Metropolitana;Santiago;Pudahuel;19.0;6297904.0;331295.0
REXAM CHILE S A;REXAM CHILE SA;244646;FABRICACIÓN DE OTROS PRODUCTOS ELABORADOS DE METAL N.C.P.;Industria manufacturera;298;Manganeso;0,009238357;2017;DS90/2000 del MINSEGPRES;Metropolitana;Chacabuco;Lampa;19.0;6311988.0;338569.0
COMPANIA MINERA NEVADA SPA;COMPAÑIA MINERA NEVADA SPA;323415;EXPLOTACIÓN DE OTRAS MINAS Y CANTERAS N.C.P.;Extracción de minerales;742;Aceites y grasas;0,009237888;2017;DS90/2000 del MINSEGPRES;Atacama;Huasco;Alto del Carmen;19.0;6757639.0;398635.0
MARINE HARVEST CHILE S A;PLANTA TRATAMIENTO DE RILES;5441880;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;156;Sulfuros;0,009209064;2017;DS90/2000 del MINSEGPRES;Aysén del Gral. Carlos Ibáñez del Campo;Aisén;Aysén;18.0;4963517.0;670328.0
MARINE HARVEST CHILE S A;PLANTA TRATAMIENTO DE RILES;5441880;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;156;Sustancias Activas de Azul de Metileno;0,009209064;2017;DS90/2000 del MINSEGPRES;Aysén del Gral. Carlos Ibáñez del Campo;Aisén;Aysén;18.0;4963517.0;670328.0
SOCIEDAD COMERCIAL AGRICOLA Y FORESTAL QUIMEY-CO LIMITADA;PISCICULTURA QUIMEYCO;5401952;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;476;Selenio;0,009173359;2017;DS90/2000 del MINSEGPRES;Araucanía;Cautín;Pucón;19.0;5652797.0;254774.0
CIA SALMONIFERA DALCAHUE LIMITADA;PISCICULTURA RIO NILTRE;5440777;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;510;Arsénico;0,00913308;2017;DS90/2000 del MINSEGPRES;Los Ríos;Valdivia;Panguipulli;18.0;5608550.0;728589.0
CIA SALMONIFERA DALCAHUE LIMITADA;PISCICULTURA RIO NILTRE;5440777;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;510;Fluoruros;0,00913308;2017;DS90/2000 del MINSEGPRES;Los Ríos;Valdivia;Panguipulli;18.0;5608550.0;728589.0
COMPANIA MINERA NEVADA SPA;COMPAÑIA MINERA NEVADA SPA;323415;EXPLOTACIÓN DE OTRAS MINAS Y CANTERAS N.C.P.;Extracción de minerales;927;Hierro / hierro disuelto;0,009129638;2017;DS90/2000 del MINSEGPRES;Atacama;Huasco;Alto del Carmen;19.0;6757639.0;398635.0
INVERMAR S.A.;PISCICULTURA MELIPEUCO;4589758;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;487;Hierro / hierro disuelto;0,00912384;2017;DS90/2000 del MINSEGPRES;Araucanía;Cautín;Melipeuco;19.0;5697308.0;266924.0
INVERMAR S.A.;PISCICULTURA MELIPEUCO;4589758;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;487;Índice de fenol;0,00912384;2017;DS90/2000 del MINSEGPRES;Araucanía;Cautín;Melipeuco;19.0;5697308.0;266924.0
INVERMAR S.A.;PISCICULTURA MELIPEUCO;4589758;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;487;Boro;0,00912384;2017;DS90/2000 del MINSEGPRES;Araucanía;Cautín;Melipeuco;19.0;5697308.0;266924.0
CARTONES SAN FERNANDO LIMITADA;CARTONES SAN FERNANDO LTDA.;343;FABRICACIÓN DE PASTAS DE MADERA, PAPEL Y CARTÓN;Industria del papel y celulosa;374;Sulfatos;0,009108;2017;DS90/2000 del MINSEGPRES;Libertador Gral. Bernardo O'Higgins;Colchagua;San Fernando;19.0;6175668.0;320849.0
ACUICOLA, INMOBILIARIA E INVERSIONES FLOR DEL RIO LIMITADA;ACUICOLA INMOBILIARIA E INVERSIONES FLOR DEL RIO LIMITADA;4588373;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;653;Níquel;0,00910503;2017;DS90/2000 del MINSEGPRES;Los Ríos;Valdivia;Panguipulli;18.0;5608404.0;728549.0
ACUICOLA, INMOBILIARIA E INVERSIONES FLOR DEL RIO LIMITADA;ACUICOLA INMOBILIARIA E INVERSIONES FLOR DEL RIO LIMITADA;4588373;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;653;Molibdeno;0,00910503;2017;DS90/2000 del MINSEGPRES;Los Ríos;Valdivia;Panguipulli;18.0;5608404.0;728549.0
AGUAS CLARAS S A;PISCICULTURA ROLLIZO;4586109;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Pesca;596;Cobre;0,009090256;2017;DS90/2000 del MINSEGPRES;Los Lagos;Llanquihue;Puerto Varas;18.0;5408398.0;722828.0
AQUAGEN CHILE S A;PISCICULTURA IGNAO;5452783;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;689;Hierro / hierro disuelto;0,009078784;2017;DS90/2000 del MINSEGPRES;Los Ríos;Ranco;Lago Ranco;18.0;5533938.0;705108.0
ORIZON S A;ORIZON PLANTA COQUIMBO;5460025;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Pesca;69;Arsénico;0,009076017;2017;DS90/2000 del MINSEGPRES;Coquimbo;Elqui;Coquimbo;19.0;6682917.0;272113.0
CIA SALMONIFERA DALCAHUE LIMITADA;PISCICULTURA ESTERO LLEUQUE;4588162;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;486;Fluoruros;0,00906048;2017;DS90/2000 del MINSEGPRES;Araucanía;Cautín;Vilcún;18.0;5709484.0;756419.0
CIA SALMONIFERA DALCAHUE LIMITADA;PISCICULTURA ESTERO LLEUQUE;4588162;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;486;Cobre;0,00906048;2017;DS90/2000 del MINSEGPRES;Araucanía;Cautín;Vilcún;18.0;5709484.0;756419.0
